work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,Entry-level,Full-time,Research Analyst,150000,USD,150000,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Analyst,85000,USD,85000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Manager,68000,USD,68000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Engineer,90700,USD,90700,United States,In-person,United States,M,Data Engineering
2023,Entry-level,Full-time,Data Analyst,55000,USD,55000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Research Scientist,170000,USD,170000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,207000,USD,207000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,153600,USD,153600,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,140000,USD,140000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Architect,115000,USD,115000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Applied Scientist,248100,USD,248100,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,245000,USD,245000,United States,In-person,United States,M,Data Science and Research
2021,Senior,Full-time,Big Data Architect,125000,CAD,99703,Canada,Hybrid,Canada,M,Data Architecture and Modeling
2022,Mid-level,Full-time,Data Analyst,58000,USD,58000,United States,In-person,United States,S,Data Analysis
2022,Senior,Full-time,Data Analyst,55000,USD,55000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Architect,149040,USD,149040,United States,Remote,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Business Intelligence Engineer,78800,USD,78800,United States,Remote,United States,M,BI and Visualization
2024,Mid-level,Full-time,Data Scientist,112000,USD,112000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,190000,USD,190000,United States,Remote,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Scientist,53000,EUR,57223,Netherlands,Hybrid,Netherlands,L,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,153088,USD,153088,United States,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Research Scientist,300000,USD,300000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Architect,180000,USD,180000,United States,Remote,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Modeler,110000,USD,110000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Scientist,156400,USD,156400,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,125000,USD,125000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Business Intelligence Analyst,54395,GBP,67993,South Africa,In-person,South Africa,M,BI and Visualization
2023,Senior,Full-time,Machine Learning Engineer,225000,USD,225000,France,In-person,France,M,Machine Learning and AI
2023,Senior,Full-time,Data Science Consultant,94000,USD,94000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,205000,USD,205000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Analyst,135000,USD,135000,United States,In-person,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Scientist,100000,USD,100000,United States,In-person,United States,L,Data Science and Research
2022,Senior,Full-time,Data Analyst,81666,USD,81666,United States,Remote,United States,M,Data Analysis
2023,Executive,Full-time,Data Engineer,194500,USD,194500,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Research Scientist,138000,USD,138000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Product Manager,171000,USD,171000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Analyst,118000,USD,118000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,116000,USD,116000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Analytics Engineer,132500,USD,132500,United States,In-person,United States,M,Leadership and Management
2022,Entry-level,Full-time,Data Scientist,96000,CAD,73742,Canada,Remote,Canada,L,Data Science and Research
2022,Senior,Full-time,Analytics Engineer,150000,USD,150000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,129300,USD,129300,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Analyst,38393,GBP,47238,Australia,In-person,Australia,M,Data Analysis
2023,Senior,Full-time,Data Architect,306000,USD,306000,United States,Remote,United States,M,Data Architecture and Modeling
2020,Mid-level,Full-time,Lead Data Scientist,115000,USD,115000,United Arab Emirates,In-person,United Arab Emirates,L,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,108500,USD,108500,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,260000,USD,260000,United States,In-person,United States,L,Data Science and Research
2024,Executive,Full-time,Business Intelligence Engineer,96000,USD,96000,United States,Remote,United States,M,BI and Visualization
2024,Executive,Full-time,Data Engineer,179000,USD,179000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,109000,USD,109000,United States,In-person,United States,M,Data Engineering
2023,Entry-level,Full-time,Data Analyst,55000,CAD,40747,Canada,In-person,Canada,L,Data Analysis
2023,Senior,Full-time,Data Scientist,258000,USD,258000,Canada,In-person,Canada,M,Data Science and Research
2024,Senior,Full-time,Data Analyst,85000,USD,85000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,240000,USD,240000,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Data Scientist,180000,USD,180000,United States,Remote,United States,L,Data Science and Research
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2022,Mid-level,Full-time,Data Engineer,187000,USD,187000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,98500,USD,98500,United States,In-person,United States,M,Machine Learning and AI
2022,Senior,Full-time,Data Engineer,180000,USD,180000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Operations Engineer,136850,USD,136850,United States,Remote,United States,M,Data Quality and Operations
2023,Senior,Full-time,Research Scientist,156000,USD,156000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Research Scientist,124100,USD,124100,United States,In-person,United States,L,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,64900,USD,64900,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Research Engineer,174000,USD,174000,Germany,In-person,Germany,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,115000,USD,115000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Science,95100,USD,95100,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,95000,USD,95000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,140000,USD,140000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Analyst,103200,USD,103200,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,123000,USD,123000,United States,In-person,United States,M,Data Engineering
2020,Entry-level,Full-time,Machine Learning Engineer,250000,USD,250000,United States,Hybrid,United States,L,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,190000,USD,190000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,112200,USD,112200,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Analyst,170550,USD,170550,United States,Remote,United States,M,Data Analysis
2022,Senior,Full-time,Data Analyst,131000,USD,131000,United States,In-person,United States,M,Data Analysis
2023,Entry-level,Full-time,Data Analyst,39000,GBP,47985,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,132870,USD,132870,United Kingdom,In-person,United Kingdom,M,Machine Learning and AI
2022,Senior,Full-time,Data Scientist,148000,USD,148000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,185000,USD,185000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Architect,202500,USD,202500,United States,In-person,United States,M,Data Architecture and Modeling
2021,Mid-level,Full-time,Data Scientist,82500,USD,82500,United States,Remote,United States,S,Data Science and Research
2023,Senior,Full-time,Data Scientist,88600,USD,88600,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,114000,CHF,129545,Switzerland,Hybrid,Switzerland,L,Data Science and Research
2024,Entry-level,Full-time,Data Engineer,130916,USD,130916,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,36000,EUR,38868,Spain,In-person,Spain,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,254000,USD,254000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Science,287800,USD,287800,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Business Intelligence Analyst,226844,USD,226844,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Research Scientist,124100,USD,124100,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,226600,USD,226600,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,137500,USD,137500,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,245000,USD,245000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,220000,USD,220000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,100895,USD,100895,United States,Remote,United States,M,Data Analysis
2024,Executive,Full-time,Data Engineer,136000,USD,136000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Scientist,258000,USD,258000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Research Scientist,166000,USD,166000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,55000,GBP,68750,United Kingdom,In-person,United Kingdom,M,Data Analysis
2024,Senior,Full-time,Research Engineer,45585,GBP,56981,South Africa,In-person,South Africa,M,Data Science and Research
2023,Senior,Full-time,NLP Engineer,69500,EUR,75038,Spain,Remote,Spain,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,45000,GBP,56250,United Kingdom,Remote,United Kingdom,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,175000,USD,175000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Machine Learning Engineer,120000,EUR,133333,Germany,In-person,Germany,M,Machine Learning and AI
