job_title,company,job_location,job_level,job_type,job_skills
Senior Data Engineer,ClickJobs.io,"Beaverton, OR",Mid senior,Onsite,"Database Management Systems, Data Modeling, Data Architecture, Data Loading, Data Maintenance, Data Security, Database Design, Coding, Programming, Logical Processes, Windows Development, Screens Development, Reports Development, User Interface Design, Business Application Prototyping, Quality Assurance, Test Application Development, Client Server Environment, Data Storage Mechanisms, Relational Model, Office Work"
"Technical Architect, Solution Engineering (Different levels available) - Salesforce Data Cloud",Greg's List - DC,"Southampton, England, United Kingdom",Mid senior,Onsite,"Salesforce, Data Cloud, CRM, GTM, Account Executives, Solutions Engineering, Product Marketing, Data Governance, Security, Data Warehouses, Data Lakes, Cloud Technology, Business Intelligence, Javascript, Python, SQL, LWCs, Apex, Flow, Snowflake, Databricks, ETL, Analytics, Einstein, Sagemaker, Vertex, Generative AI, Amazon Web Services, Microsoft Azure, Google Cloud Platform, Tableau, PowerBI, Looker"
Intermediate Systems Administrator (Data Services) with Security Clearance,ClearanceJobs,"Fort Huachuca, AZ",Mid senior,Onsite,"VMware Virtual Machines, VMware application management servers, Backup Appliances, Hypervisor, Server Blade Chassis, Disk Arrays, Storage Switches, VMware vRealize Operations Manager, Virtual infrastructure, Data services enclaves, Installation, Configuration, Maintenance, Monitoring, Storage, Virtual Storage Systems, Virtual environments, Disaster recovery, Incident handling and reporting, Patching, System hardening, STIG application, POAM maintenance, ITIL best practices, SOPs, TTPs, SmartBooks, Data Domain, NetBackup, EMC Unity, EMC VNX, SAN hardware and software, Problemsolving skills, Decisionmaking ability, Analytical skills, Communication skills, Team skills, Initiative, Resultsoriented approach, Flexibility, Tenacity, Ability to work in a dynamic crossorganizational team environment, SECRET clearance"
Lead Data Engineer,Capital One,"Plano, TX",Mid senior,Onsite,"Machine learning, Unit testing, Distributed microservices, Cloud computing, Java, Scala, Python, SQL, Hadoop, Hive, MySQL, Cassandra, Gurobi, Snowflake, UNIX/Linux, Agile engineering, Redshift, NoSQL, Kafka, Spark, MapReduce, EMR, Data warehousing, Open Source RDBMS, Shell scripting"
Senior Database Administrator,Vertisystem,"Las Vegas, NV",Mid senior,Onsite,"PostgreSQL, Oracle Database, Microsoft SQL Server, UNIX/Linux Shell Scripting, Postgres STIG, pgPool, pgBouncer, Enterprise Fail over manager, High availability solution, MongoDB, Couchbase, Elasticsearch, HBase, Oracle Data Modeler, Erwin, Toad, Visio, Python"
Data Surveillance Scientist,UK Health Security Agency,"Seaton, England, United Kingdom",Associate,Onsite,"Health Protection, Data Analysis, Statistics, Databases, Mapping, Web Tools, Epidemiology, GIS, Information Governance, Outbreak Support, Stata, R, ArcGIS, Network Analysis, SQL, SharePoint, Statistical Software, Power BI, Project Management, Collaboration, Communication, Presentation Skills, Problem Solving, Analytical Skills, Attention to Detail, Independent Thinking, Judgement, Integrity, Adaptability, Flexibility, Change Management, Professional Development, Equality and Diversity, Research and Development, Intermediate Keyboard Skills, Busy Environment, Confidence"
Database Architect with Security Clearance,ClearanceJobs,"Doral, FL",Mid senior,Onsite,"Database Architecture, Database Administration, SQL Server, SQL Server Integration Services, Resource Governor, Tuning Advisor, SQL Profiler, Windows Reliability and Performance Monitor, Microsoft SQL Reporting Services, PowerShell Desired State Configuration (DSC), PowerShell, Triggers, Views, Stored procedures, Data integrity constraints, Microsoft SQL Server SQL Server Management Studio (SSMS), SQL Command, Backup, COOP, DR plans, Continuous Service Improvement (CSI), Risk Management Framework (RMF), Security Technical Implementation Guide (STIG), TTPs, SOPs, KAs, Operations and Maintenance (O&M), Operating Systems, SharePoint, Teams, Jabber, Virtualization technology, Software applications, PowerShell scripting, SANs, Computer security, High Availability Groups (HA), Failover Cluster Instances (FCI), Network storage solutions, BA/BS, MS, DoD 8570 compliant, IAT Level II or III Baseline Certification, Computing Environment (CE) Certificate, Microsoft SQL Administrator Certification (MCSA MCSE DP300), IT Service Management Certification (ITIL v4), Top Secret SCI clearance, Azure Database Administrator Associate (DP300)  Microsoft"
Data Engineer IV,Belcan,"Seattle, WA",Mid senior,Onsite,"Data Engineering, Data Warehousing, AWS Cloud Services (S3 AWS Lambda Redshift AWS Lake Formation SNS/SQS), SQL, ETL/Data Pipeline Building, Python, Tableau, Quicksight, Alteryx, Business Intelligence (BI) Reporting, Analytical Skills, Complex Data Analysis, Business Requirements Gathering, Root Cause Analysis, Data Visualization, Cloud Server Management (EC2), Finance Analytics/Reporting"
Sr. Data Analyst,Pura,"Pleasant Grove, UT",Mid senior,Onsite,"Data Analysis, Data Visualization, Datadriven product culture, User engagement, Feature adoption, Product performance, Brand partnerships, Google Analytics, GA4, SQL, Python, Fivetran, Segment, DBT, GCP, Domo, Tableau, Mixpanel, Looker, Analytics, Statistical techniques, A/B testing, Customer segmentation, Marketing effectiveness, Revenue/opportunity attribution, Managementlevel reporting, Strong communication skills, Technical level speaking, Crossfunctional teams, HumanCentered design & delivery"
Marketing Data Analyst & Tableau Specialist,Jobot,"Rockford, IL",Mid senior,Onsite,"Digital Marketing, Data Analytics, Tableau, PowerBI, Salesforce, A/B Testing, Google Analytics, Programmatic Advertising, SQL, MultiTouch Attribution, Marketing Automation"
Sr. Cloud Database Administrator,Warner Bros. Discovery,"Atlanta, GA",Mid senior,Onsite,"Snowflake, Databricks, AWS, S3, EC2, IAM, Security, Lambda, Networking, Unix, Windows, Python, Database, Administration, SQL, Oracle, SAP Hana, db2, mysql, Potgresql, Mongo, Jenkins, Looker, Terraform, Git, GitHub, Kafka, Data Lakes, Data Warehouse, Data Pipelines, Disaster Recovery, High Availability, Capacity Planning, Performance Tuning, Troubleshooting, Security, Scalability, Automation, Scripting, Communication, Presentation, Customer Relationship, Organizational, Time Management, Linux, Windows"
Senior Data Scientist,CACI International Inc,"Arlington, VA",Mid senior,Onsite,"Agile, AWS, Azure, Cloud, Data Analysis, Data Architect, Data Engineering, Data Handling, Data Mining, Data Modeling, Data Science, Data Wrangling, ETL, FullStack Development, Google Cloud, Java, Machine Learning, Microsoft Purview, Python, R, SQL, Synapse Analytics, Technical Discipline, Testing"
Data Governance Project Manager,Codeworks IT Careers,"Des Moines, IA",Mid senior,Onsite,"Data Governance, Project Management, Data Quality, Data Collection, Data Use, Data Analysis, Data Reporting, Data Security, Metadata Management, Data Privacy, Data Science, Research, Statistics, Change Management, Process Development, IT Concepts, IT Systems, Committee Chairing, Training, Mentoring, Communication, Facilitation, Bachelor's Degree, PMP, Hybrid Work, 401k, Health Insurance"
Senior Data Engineer,"IT Concepts, Inc","Washington, DC",Mid senior,Onsite,"SQL Server, Data pipelines, Data orchestration, Data governance, Data modeling, Data analysis, Data visualization, Agile development, Git, Python, SQL, Data structures, Business insights, Business strategy, Problemsolving, Root cause analysis, Data communication, Teamwork, Collaboration, TS/SCI clearance, CI Polygraph, ISO 27001:2013, ISO 200001:2011, ISO 9001:2015, CMMI ML 3, VEVRAA, Affirmative Action, Equal Opportunity"
Principal Engineer II: Data Center Hardware Engineer,GEICO,"Chevy Chase, MD",Mid senior,Onsite,"Server Hardware Architecture, CPU, Chipset, Integration, Interoperability, Firmware Management, BMC, MaaS (Metal as a Service), Automation, Scripting, Terraform, Ansible, Python, Linux, Bash, Network Engineering, OpenSource Hardware Standards, Redfish, IPMI, Cloud Storage Solutions, C/C++, Java, GO, AWS, GCP, Azure, Software Development Methodologies, Computer Science, Information Systems"
"RN Field Supervisor, Partners MLTC, Manhattan",Jobs for Humanity,Buffalo-Niagara Falls Area,Mid senior,Onsite,"Home Health Aide Supervision, Case Management, Clinical Intervention, Care Plan Development, Followup Support, Field Visits, Crisis Management, Patient Assessment, Training Support, Coordination, Communication, Documentation, Start of Care Packet Delivery, Paraprofessional Plan of Care Review, Quality Assurance Participation, Special Project Contribution, Registered Professional Nurse License, Current Registration to Practice, Associate's Degree in Nursing, Bachelor's Degree in Nursing, Clinical Setting Experience, Home Care Experience, CHHA Settings Experience"
Cleared Data Analyst,Guidehouse,"Washington, DC",Mid senior,Onsite,"Data Strategy, Data Collection, Data Quality, Data Management, Data Architecture, Data Storage, Data Engineering, Data Querying, Data Visualization, Dashboarding, Predictive Analytics, Machine Learning, Artificial Intelligence, Bachelor's Degree, 5+ years of professional experience, 3+ years of experience in data strategy data collection data quality and/or data management, Ability to design and deliver solutions independently and work collaboratively as part of a team, Strong communication/presentation skills, Strong attention to detail and organization, Strong consulting skills, Ability to work at client sites as needed, Experience supporting the Federal National Security sector, Experience in data visualization reporting and dashboarding, Ability to support business development including RFP/RFQ/RFI responses"
"Sr. Software Engineer, Data (Starlink)",SpaceX,"Hawthorne, CA",Mid senior,Onsite,"Starlink, data engineering, objectoriented software languages, C#, Java, Python, C++, Apache Kafka, Spark, Flink, relational databases, nonrelational databases, data lakes, HBase, Hive, Delta Lake, PostgreSQL, CockroachDB, Grafana, Jupyter Notebooks, Metabase, PowerBI, version control, testing, continuous integration, build, deployment, monitoring, predictive models, machine learning pipelines, clustering analysis, prediction, anomaly detection, dynamic environment, changing needs and requirements, initiative, new expertise, extended hours, weekends, casebycase basis, jobrelated knowledge, skills, education, experience, base salary, total rewards package, longterm incentives, company stock, stock options, longterm cash awards, potential discretionary bonuses, Employee Stock Purchase Plan, comprehensive medical, vision, dental coverage, 401(k)retirement plan, short & longterm disability insurance, life insurance, paid parental leave, various discounts, perks, paid vacation, paid holidays, sick leave, ITAR REQUIREMENTS, U.S. citizen or national, U.S. lawful permanent resident, Refugee, Asylee, Equal Opportunity Employer, merit, competence, qualifications, race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability"
"Sr SDE - Core Engine Internals, Open Data Analytics - Engines in Redmond, WA, USA",Energy Jobline,"Redmond, WA",Mid senior,Onsite,"Handon development, Core components of the query engine, Design and develop solutions, Algorithms, Performance improvement, Spark, Trino"
Senior Data Analyst (Blockchain) 10+ years Exp - (Local to Dallas / Full Time Employee / W2 Contract),Photon,"Dallas, TX",Mid senior,Onsite,"Data Analytics, SQL, MS Excel, Statistical Modeling, Relational Database, Data Visualization, Data Quality Management, Metadata, Business Definitions, Security Mechanisms, Data Access Governance, Blockchain Ecosystem, Decentralized Finance, Private Blockchains, Public Blockchains, Quorum, Hyperledger Fabric, Ethereum, Polygon Matic, Binance, Python, Pandas, REST APIs"
"Manager-Marketing Research & Consumer Insights, healthcare data analysis & Interpretation required",Cincinnati Children's,"Cincinnati, OH",Mid senior,Onsite,"Marketing research, Statistical analysis, Analytical skills, Business acumen, Presentation skills, Attention to detail, Accuracy, Healthcare customer relationships, Decisionmaking processes, Campaign performance analytics, Selfguided leadership, Resource management, Market data analysis, Data interpretation, Data communication, Data presentation, Strategic planning, Powerpoint presentations, Reporting, Microsoft Office Suite, Adobe Analytics, A/B testing, Revenue attribution, Customer segmentation, Marketing effectiveness, Management level reporting, Qualitative research, Healthcare data analysis, Hospital data analysis"
