link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/donald-trump-cnn_us_57505d41e4b0eb20fa0d07d8,CNN Discovers Elegant Way To Call Bulls**t On Donald Trump's Bulls**t,POLITICS,"Oh, the chyrony!",Jason Linkins,2016-06-02
https://www.huffingtonpost.com/entry/gay-former-football-player-nc-state_us_5a5e496fe4b0c59bc1f956fb,Gay Former Football Player Finds Incredible Acceptance In The South,QUEER VOICES,"Harrison Wilkerson is now a cheerleader at NC State, which recruited him to play football.","Harrison Wilkerson, Outsports",2018-01-19
https://www.huffingtonpost.com/entry/newtown-school-shooting_us_5b9ca399e4b03a1dcc807cb2,Comfort Parents -- and Siblings -- of Newtown Victims,PARENTING,"As a parent, as a bereaved sister, I feel more than I could ever express in words for the mourners of the victims in the Newtown, Conn., shootings. My son Simon is now 4 ½ years old, barely two years younger than those first-graders.","Linda K. Wertheimer, Contributor
Author",2012-12-19
https://www.huffingtonpost.com/entry/shots-fired-in-central-london_us_5a1852a4e4b0d4906cae8ceb,Central London Panics Over Reports Of Shots Fired,WORLD NEWS,But police could not find evidence of gunshots.,"Sara Boboltz, Alana Horowitz Satlin, and Jesselyn Cook",2017-11-24
https://www.huffingtonpost.com/entry/10-fun-foods-for-football_b_8125928.html,10 Fun Foods for Football Season,TASTE,"Football fans, rejoice!  Your time has come.  Make your house the season's headquarters with these delicious game-day recipes.","Jennifer Segal, ContributorChef, Recipe Developer and Busy Mom",2015-09-27
https://www.huffingtonpost.com/entry/a-puppy-for-my-girl_us_5b9d7d99e4b03a1dcc88a921,A Puppy For My Girl,PARENTING,"Miss Ella, I hand you the keys to your own heart. Unlock all that is uniquely you and hold it dear. And for this puppy, his only job, is to help you see the wealth that has been within you, bursting to shine out, all along.","Janell Burley Hofmann, Contributor
Author of iRules, International Speaker, Consultant, Founder o...",2013-09-29
https://www.huffingtonpost.com/entry/stumbling-into-a-pluralistic-society_b_7179598.html,Stumbling Into a Pluralistic Society,RELIGION,"The state of race, culture and religion in America is a key metric for how we are evolving as a society. The question for the church in 2025 is do we have enough elasticity and self-awareness to accommodate other customs, and views different from our own?","Bishop T.D. Jakes, ContributorSenior Pastor, Potter's House, Texas",2015-05-06
https://www.huffingtonpost.com/entry/60-years-of-sound-bites-t_b_6510438.html,60 Years of Sound Bites to Remember,MEDIA,"A good sound bite packs emotion, opinion, news value and personality, and leaps into a reporter's ear.","Irv Chapman , ContributorVeteran Washington and foreign correspondent for major broadca...",2015-01-21
https://www.huffingtonpost.com/entry/allison-williams-defends-brian-williams_n_6712154.html,Allison Williams Says Her Dad Brian Williams Is 'A Truthful Man',ENTERTAINMENT,,Stephanie Marcus,2015-02-19
https://www.huffingtonpost.com/entry/same-sex-marriage-not-allowed_us_559e9669e4b05b1d028fd3d9,Same-Sex Couples Still Not Allowed To Wed In More Than 20 Counties,QUEER VOICES,"A rebellion is brewing in the South. In Alabama, Texas, Kentucky and Nebraska, a handful of judges and county clerks are",Lila Shapiro,2015-07-09
https://www.huffingtonpost.comhttp://www.guardian.co.uk/lifeandstyle/wordofmouth/2012/nov/08/how-to-cook-the-perfect-fried-egg,How To Cook The Perfect Fried Egg,FOOD & DRINK,Have you been doing it all wrong?,,2012-11-08
https://www.huffingtonpost.com/entry/spacex-rocket-crash_us_56da1b14e4b0000de404c7f5,SpaceX Rocket Crashes During Drone Ship Landing -- Again,SCIENCE,On land: 1 for 1. At sea: 0 for 4.,Chris D'Angelo,2016-03-05
https://www.huffingtonpost.com/entry/aung-san-suu-kyis-speech-on-the-rohingya-crisis-wasnt_us_59c1873ae4b082fd4205ba99,Aung San Suu Kyi's Speech On The Rohingya Crisis Was Unworthy Of Her Nobel Peace Prize,WORLD NEWS,Imagine there were an ongoing humanitarian crisis — one approaching genocide — and a Nobel Peace Prize recipient repeatedly,"Michael Shammas, ContributorWriter & Lawyer",2017-09-20
https://www.huffingtonpost.com/entry/patient-friendly-health-materials_us_5b9d35c3e4b03a1dcc8593b9,Simple Tips for Creating Patient-Friendly Health Materials,WELLNESS,"Clear communication from doctors, nurses, hospitals and clinics is essential for patients to manage their health care effectively. But creating easily understood materials isn't simple.","Erin N. Marcus, Contributor
Academic General Internist, Writer",2013-06-03
https://www.huffingtonpost.com/entry/girlfriend-getaway-on-gull-lake_us_5b9c0468e4b03a1dcc7bca90,Girlfriend Getaway On Gull Lake (PHOTOS),TRAVEL,"It's pretty rare that my best friend and I get away for our own mini-break, and it's even rarer that we get the chance to take on a new adventure. But if you've read any of my previous travel posts here on the blog, you know that if there is some kind of adventure sport to try, I'm going to try it.","Lisa A. Tucker, Contributor
Law professor, travel guru, novelist",2012-07-25
https://www.huffingtonpost.com/entry/europe-reaction-greece-referendum_n_7732060.html,Greek 'No' Vote Finds Chilly Reception In Europe,WORLDPOST,,,2015-07-05
https://www.huffingtonpost.com/entry/ayesha-curry-game-6-rigged_us_5763a0b8e4b015db1bc8e514,Ayesha Curry Says Game 6 Of The NBA Finals Was 'Absolutely Rigged',SPORTS,"Steph Curry's wife later deleted the comment, saying she'd reacted ""in the heat of the moment.""",Dominique Mosbergen,2016-06-17
https://www.huffingtonpost.com/entry/why-do-a-first-look_us_5b9d28fce4b03a1dcc8504ab,Why Do a First Look,WEDDINGS,"As we start to finalize our day-of wedding timeline, I've been thinking more and more about our first look. My groom and I have decided to incorporate a first look into our big day and here are a handful of reasons why.","Amanda Waks, Contributor
Newlywed Washingtonian with a passion for weddings",2013-05-14
https://www.huffingtonpost.com/entry/spring-poems_us_5bb24e14e4b0171db69f1c70,Three Non-Traditional Poems of Spring,CULTURE & ARTS,"Spring officially arrives on Wednesday, a season that has always been seen as a symbol of rebirth and renewal, and the unquestioned darling of poets.","John Lundberg, Contributor
Writer, Poetry teacher",2013-03-17
https://www.huffingtonpost.com/entry/obama-sound-theology-and-smart-politics_b_6683630.html,Obama: Sound Theology and Smart Politics,POLITICS,"President Obama's remarks, last week, at the annual National Prayer Breakfast were theologically sound and politically smart. In spite of this, his comments set off a storm of criticism from conservative critics who took him to task for both his theology and his politics.","James Zogby, ContributorPresident, Arab American Institute; author, 'Arab Voices'",2015-02-14
https://www.huffingtonpost.com/entry/dominican-republic-racism_n_7716596.html,Where Anti-Haitianism In The Dominican Republic Comes From,WORLDPOST,,Roque Planas,2015-07-07
https://www.huffingtonpost.com/entry/man-arrested-after-shooting-at-fiancees-attempted-abductors_us_58e55bfce4b0fe4ce087f654,Man Arrested After Shooting At Fiancee's Attempted Abductors,CRIME,"""If these guys come back I'm afraid to call police,"" the victim said. ""They're not on our side.""",David Lohr,2017-04-05
https://www.huffingtonpost.com/entry/white-people-which-side-are-you-on_us_5933a0dfe4b062a6ac0ad095,White People: Which Side Are You On?,POLITICS,Karen Fleshman is a Racial Equity Trainer and Government Accountability Activist. Her mission is to build and support a community,"Karen Fleshman, ContributorFounder, Racy Conversations, Racial Equity Trainer, Government...",2017-06-04
https://www.huffingtonpost.com/entry/pope-francis-three-year-anniversary_us_56e2fccfe4b0b25c9181bef0,Three Years Of Pope Francis Have Unnerved Some Conservative Catholics,RELIGION,"""I wonder if he realizes how much confusion he is causing.""","Philip Pullella & Tom Heneghan, Reuters",2016-03-11
https://www.huffingtonpost.com/entry/whats-the-point_b_5666707.html,What's the Point,HEALTHY LIVING,"When I start asking myself, ""What do I want people to take away from this?"" That's when everything falls apart. Frustration takes over because I could drive myself nuts thinking of how to phrase my words perfectly so that the majority of people will walk away with the information I want them to.","Tim McDonald, ContributorHuman with a heart. Recovering marketer. Purposeful connector....",2014-08-11
https://www.huffingtonpost.com/entry/prince-harry-us_us_5630fe11e4b00aa54a4c2f05,"Prince Harry Visits Virginia Military Base With Michelle Obama, Jill Biden",POLITICS,👑,,2015-10-28
https://www.huffingtonpost.com/entry/how-to-be-courageous_us_5b9d4f72e4b03a1dcc868918,5 Ways to Live Courageously,WELLNESS,Living courageously involves shifting our focus away from trying to remove fear to pursuing a full and meaningful life alongside of fear. Here is how you do it.,"Frank Niles, Ph.D., Contributor
Social scientist, adventure athlete, life and business strategist",2013-07-06
https://www.huffingtonpost.com/entry/donald-trump-federal-agency_us_58335a9ce4b058ce7aac7526,What's It Like Waiting For Donald Trump To Take Office? A Career Federal Employee Spills The Beans,POLITICS,"""I've never seen anything like this. Never.""",Amanda Terkel,2016-11-21
https://www.huffingtonpost.com/entry/video-breaks-down-how-whiteness-as-a-construct-shaped-the-election_us_5859916be4b0de3a08f32d87,Video Breaks Down How ‘Whiteness’ As A Construct Shaped The Election,LATINO VOICES,"""Whiteness is just something made up and used as a tool to preserve power.""",Carolina Moreno,2016-12-20
https://www.huffingtonpost.com/entry/singapore-airlines-fire_us_577082dae4b0dbb1bbbaee59,"Singapore Airlines Flight Catches Fire, No Casualties",THE WORLDPOST,SINGAPORE (Reuters) - A Singapore Airlines Ltd (SIA) flight to Milan caught fire early on Monday after returning to Singapore's,,2016-06-27
https://www.huffingtonpost.com/entry/republican-gonzales-thinks-obama-should-nominate-scalias-replacement_us_56c2eaf3e4b0b40245c7c926,Here's One Republican Who Thinks Obama Should Nominate Scalia's Replacement,POLITICS,GOP senators have urged the president not to make a nomination.,Alana Horowitz Satlin,2016-02-16
https://www.huffingtonpost.com/entry/the-enemy-of-my-enemy-isl_b_6542316.html,The Enemy of My Enemy: Islamic State and the Internationalization of the Syrian and Iraqi Civil Wars Part 4,POLITICS,"The internationalization of the civil wars in Iraq and Syria, and their subsequent linkage, has created an exceedingly complex political environment. First, the role of the Syrian Civil War as a Sunni-Shia proxy contest that pitted Turkey, Saudi Arabia.","Joseph V. Micallef, ContributorBest Selling Military History and World Affairs Author and Key...",2015-02-07
https://www.huffingtonpost.com/entry/helen-mirren-dolce-gabbana_us_5b9b608de4b03a1dcc770e67,Helen Mirren Poses At Dolce & Gabbana Fall 2012 Show (PHOTOS),STYLE & BEAUTY,"We know we're about 40 years younger than Helen, but we would SO wear that outfit. Check out the stylish star at today's",Ellie Krupnick,2012-02-26
https://www.huffingtonpost.com/entry/muhammad-ali-a-transcende_b_10314592.html,"MUHAMMAD ALI: A Transcendental Treasure, a Universal Hero",BLACK VOICES,"Muhammad Ali was more than just a boxing champion. He was man for all seasons, poignantly remembered as he lit the flame on July 19th, 1996 for the Summer the Olympic Games showing the evident impact and progress of his Parkinson's disease.","Clarence B. Jones, Contributor",2016-06-05
https://www.huffingtonpost.com/entry/alton-sterlings-son-celebrates-his-16th-birthday-with-kim-kardashian-and-kanye-west_us_581b2a33e4b0c43e6c1e344b,Alton Sterling's Son Celebrates His 16th Birthday With Kim Kardashian And Kanye West,ENTERTAINMENT,The trio was photographed backstage at West's concert.,Cole Delbyck,2016-11-03
https://www.huffingtonpost.com/entry/life-tips_us_5b9bb5bbe4b03a1dcc79c54d,How to Align Your Values and Your Life,WELLNESS,"""Living your values"" means placing greater emphasis on and making a greater commitment to activities, experiences, and people that express those values. It also involves creating balance in your life.","Dr. Jim Taylor, Contributor
Sport psychologist, parenting expert, professor, author, speak...",2012-05-21
https://www.huffingtonpost.com/entry/wedding-cake-stunt_us_5b9dc558e4b03a1dcc8cadd6,This Wedding Stunt Could Have Gone Terribly Wrong (VIDEO),WEDDINGS,"In a video posted to Youtube earlier this month, professional soccer player Shunsuke Nakamura attempts a free kick in order",,2014-01-08
https://www.huffingtonpost.com/entry/travel-postcard-48-hours_us_5b9cef18e4b03a1dcc8310be,"Rochester, New York: Spending 48 Hours Upstate",TRAVEL,"Children in tow? A popular alternative is The Strong (www.museumofplay.org), the second-largest museum devoted to children","Reuters, Reuters",2013-03-15
https://www.huffingtonpost.com/entry/democratic-debate-saturday_us_56760a03e4b0b958f656f67f,You Probably Didn't Watch Saturday Night's Debate. Here's Why.,POLITICS,Hillary Clinton's two opponents think the scheduling benefited her campaign.,Ryan J. Reilly,2015-12-20
https://www.huffingtonpost.com/entry/nourishment-for-moms-in-2_us_5b9dc0c9e4b03a1dcc8c73d2,Nourishment for Moms in 2014: Green Smoothies and Big Dreams,PARENTING,"In 2014, I want us Mommas to remember that we also need to make sure we are just as focused on nourishing ourselves as much as we think about how we provide nourishment to our families.","Sharon Zuckerwar, Contributor
MommyVerbs.com",2014-01-02
https://www.huffingtonpost.com/entry/kansas-voter-id_us_58af29b1e4b060480e05ccdb,Kansas Secretary Of State: Only Obstacle Voter ID Causes May Be 'Exerting Calories',POLITICS,"""I don’t think it’s a burden to reach into one’s wallet or one’s purse and pull out a photo ID.""",Sam Levine,2017-02-23
https://www.huffingtonpost.com/entry/listening-meditation_us_5b9c7a58e4b03a1dcc7f04b2,What If Deep Listening Could Stop Climate Change -- Would You Sit Down and Do It?,WELLNESS,"When I do it right I experience listening as prayer. Listening brings me into the moment, into the stillness, for if I am really listening, I am not thinking.","Megan McFeely, Contributor
 Is on a journey inward to try and live from an understanding ...",2012-11-05
https://www.huffingtonpost.comhttp://www.wsj.com/article_email/reshaping-americas-views-of-veterans-1449444732-lMyQjAxMTE1NjAyNzgwMzc0Wj,We Need To Change The Distorted Way We Perceive Veterans,POLITICS,Fully realizing the benefits that vets can bring to civilian life means changing the distorted way they are perceived.,,2015-12-07
